שם קידוח,אגן,ייעוד הקידוח,אתר ניטור,סוג זיהום,תאריך מדידה,עומק הדיגום,סמל פרמטר,יחידת מידה,ריכוז,סמן
מק אשדוד 4,חוף,חברת מקורות,,,4/18/2021,,TCEY,microgr/L,0,
מק אשדוד 4,חוף,חברת מקורות,,,4/18/2021,,TECE,microgr/L,0,
מק חדרה 4,חוף,חברת מקורות,,,4/18/2021,,MTBE,microgr/L,0,
מק חדרה 5 א,חוף,חברת מקורות,,,4/18/2021,,MTBE,microgr/L,0,
מק זיקים 3,חוף,חברת מקורות,,,4/19/2021,,MTBE,microgr/L,0,
מק שקמה 4,חוף,חברת מקורות,,,4/19/2021,,MTBE,microgr/L,0,
מק שפיר 1,חוף,חברת מקורות,,,4/20/2021,,MTBE,microgr/L,0,
מק שפיר 1,חוף,חברת מקורות,,,4/20/2021,,TCEY,microgr/L,0,
מק שפיר 1,חוף,חברת מקורות,,,4/20/2021,,TECE,microgr/L,0.2,
פ אגן אדמה אשדוד HBW 1A,חוף,פרטי,,,4/20/2021,1,MTBE,microgr/L,0,
פ אגן אדמה אשדוד HBW 1A,חוף,פרטי,,,4/20/2021,1,TCEY,microgr/L,32.23,
פ אגן אדמה אשדוד HBW 1A,חוף,פרטי,,,4/20/2021,1,TECE,microgr/L,26.382,
פ רשלצ עיריה גורדון,חוף,פרטי,,,4/20/2021,,MTBE,microgr/L,0,
פ רשלצ עיריה גורדון,חוף,פרטי,,,4/20/2021,,TCEY,microgr/L,0,
פ רשלצ עיריה גורדון,חוף,פרטי,,,4/20/2021,,TECE,microgr/L,0,
פ רשלצ העיריה ותיקים,חוף,פרטי,,,4/20/2021,,MTBE,microgr/L,0,
פ רשלצ העיריה ותיקים,חוף,פרטי,,,4/20/2021,,TCEY,microgr/L,1.1,
פ רשלצ העיריה ותיקים,חוף,פרטי,,,4/20/2021,,TECE,microgr/L,0,
מק חולון 12,חוף,חברת מקורות,,,4/20/2021,,MTBE,microgr/L,0,
מק חולון 12,חוף,חברת מקורות,,,4/20/2021,,TCEY,microgr/L,0,
מק חולון 12,חוף,חברת מקורות,,,4/20/2021,,TECE,microgr/L,0,
פ בני ברק ז עיר,חוף,פרטי,,,4/20/2021,,TECE,microgr/L,5.2,
מק נח אשדוד 18,חוף,חברת מקורות,,,4/25/2021,,MTBE,microgr/L,0,
מק נח אשדוד 18,חוף,חברת מקורות,,,4/25/2021,,TCEY,microgr/L,0,
מק נח אשדוד 18,חוף,חברת מקורות,,,4/25/2021,,TECE,microgr/L,0,
פ נצר סירני 101,חוף,פרטי,,,4/25/2021,,TCEY,microgr/L,0,
פ נצר סירני 101,חוף,פרטי,,,4/25/2021,,TECE,microgr/L,0,
פ בת ים ה עיריה,חוף,פרטי,,,4/25/2021,,TCEY,microgr/L,0,
פ בת ים ה עיריה,חוף,פרטי,,,4/25/2021,,TECE,microgr/L,0,
מק נחלי מנשה 1,חוף,חברת מקורות,,,4/25/2021,,MTBE,microgr/L,0,
מק נחלי מנשה 25,חוף,חברת מקורות,,,4/25/2021,,MTBE,microgr/L,0,
מק חוף הכרמל 9,כרמל,חברת מקורות,,,4/25/2021,,MTBE,microgr/L,0,
מק חוף הכרמל 9,כרמל,חברת מקורות,,,4/25/2021,,TCEY,microgr/L,0,
מק חוף הכרמל 9,כרמל,חברת מקורות,,,4/25/2021,,TECE,microgr/L,0,
פ הכפר הירוק ב,חוף,פרטי,,,4/26/2021,,MTBE,microgr/L,0,
מק בוקיעה בקעות 2,ההר המזרחי,חברת מקורות,,,4/26/2021,,MTBE,microgr/L,0,
מק בוקיעה בקעות 2,ההר המזרחי,חברת מקורות,,,4/26/2021,,TCEY,microgr/L,0,
מק בוקיעה בקעות 2,ההר המזרחי,חברת מקורות,,,4/26/2021,,TECE,microgr/L,0,
מק ברדלה 2,ההר המזרחי,חברת מקורות,,,4/26/2021,,MTBE,microgr/L,0,
מק ברדלה 2,ההר המזרחי,חברת מקורות,,,4/26/2021,,TCEY,microgr/L,0,
מק ברדלה 2,ההר המזרחי,חברת מקורות,,,4/26/2021,,TECE,microgr/L,0,
פ סער המכון קבוץ,גליל מערבי,פרטי,,,4/26/2021,,MTBE,microgr/L,0,
פ סער המכון קבוץ,גליל מערבי,פרטי,,,4/26/2021,,TCEY,microgr/L,0,
פ סער המכון קבוץ,גליל מערבי,פרטי,,,4/26/2021,,TECE,microgr/L,0,
מק כוכב 6,חוף,חברת מקורות,,,4/27/2021,,MTBE,microgr/L,0,
מק כוכב 6,חוף,חברת מקורות,,,4/27/2021,,TCEY,microgr/L,0,
מק כוכב 6,חוף,חברת מקורות,,,4/27/2021,,TECE,microgr/L,0,
מק חולון 6,חוף,חברת מקורות,,,4/27/2021,,MTBE,microgr/L,0,
מק חולון 6,חוף,חברת מקורות,,,4/27/2021,,TCEY,microgr/L,2.2,
מק חולון 6,חוף,חברת מקורות,,,4/27/2021,,TECE,microgr/L,0.2,
פ רשפון 9,חוף,פרטי,,,4/27/2021,,TCEY,microgr/L,0,
פ רשפון 9,חוף,פרטי,,,4/27/2021,,TECE,microgr/L,0,
פ רשפון 8,חוף,פרטי,,,4/27/2021,,TCEY,microgr/L,0,
פ רשפון 8,חוף,פרטי,,,4/27/2021,,TECE,microgr/L,0,
מק נח קיסריה 6,חוף,חברת מקורות,,,4/27/2021,,MTBE,microgr/L,0,
מק נח קיסריה 6,חוף,חברת מקורות,,,4/27/2021,,TCEY,microgr/L,0,
מק נח קיסריה 6,חוף,חברת מקורות,,,4/27/2021,,TECE,microgr/L,0,
פ גבעתיים ג עיריה,חוף,פרטי,,,4/29/2021,,MTBE,microgr/L,0,
פ גבעתיים ג עיריה,חוף,פרטי,,,4/29/2021,,TCEY,microgr/L,0.2,
פ גבעתיים ג עיריה,חוף,פרטי,,,4/29/2021,,TECE,microgr/L,3.3,
מק רביבים 3,ירקתן,חברת מקורות,,,5/2/2021,,MTBE,microgr/L,0,
מק רביבים 3,ירקתן,חברת מקורות,,,5/2/2021,,TCEY,microgr/L,0,
מק רביבים 3,ירקתן,חברת מקורות,,,5/2/2021,,TECE,microgr/L,0,
מק רביבים 2,ירקתן,חברת מקורות,,,5/2/2021,,MTBE,microgr/L,0,
מק רביבים 2,ירקתן,חברת מקורות,,,5/2/2021,,TCEY,microgr/L,0,
מק רביבים 2,ירקתן,חברת מקורות,,,5/2/2021,,TECE,microgr/L,0,
מק שפלת לוד 9,ירקתן,חברת מקורות,,,5/2/2021,,MTBE,microgr/L,0,
מק שפלת לוד 9,ירקתן,חברת מקורות,,,5/2/2021,,TCEY,microgr/L,2,
מק שפלת לוד 9,ירקתן,חברת מקורות,,,5/2/2021,,TECE,microgr/L,0,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,5/2/2021,,MTBE,microgr/L,0,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,5/2/2021,,TCEY,microgr/L,0.2,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,5/2/2021,,TECE,microgr/L,0,
מק נקז מזרחי 115,חוף,חברת מקורות,,,5/3/2021,,MTBE,microgr/L,0,
מק נקז מזרחי 115,חוף,חברת מקורות,,,5/3/2021,,TCEY,microgr/L,0,
מק נקז מזרחי 115,חוף,חברת מקורות,,,5/3/2021,,TECE,microgr/L,0,
פ רשלצ רוטשילד 2 סיליקט,חוף,פרטי,,,5/3/2021,,MTBE,microgr/L,0,
פ רשלצ רוטשילד 2 סיליקט,חוף,פרטי,,,5/3/2021,,TCEY,microgr/L,0.4,
פ רשלצ רוטשילד 2 סיליקט,חוף,פרטי,,,5/3/2021,,TECE,microgr/L,7,
"פ רשל""צ דרך לים 2 דקלה",חוף,פרטי,,,5/3/2021,,MTBE,microgr/L,0,
פ רשלצ אזור התעשיה - מערבית,חוף,פרטי,,,5/3/2021,,TCEY,microgr/L,3.8,
מק משמר הנגב 2,ירקתן,חברת מקורות,,,5/4/2021,,MTBE,microgr/L,0,
מק משמר הנגב 2,ירקתן,חברת מקורות,,,5/4/2021,,TCEY,microgr/L,0,
מק משמר הנגב 2,ירקתן,חברת מקורות,,,5/4/2021,,TECE,microgr/L,0,
מק ציפורי 2 א,כנרת,חברת מקורות,,,5/4/2021,,MTBE,microgr/L,0,
מק ציפורי 2 א,כנרת,חברת מקורות,,,5/4/2021,,TCEY,microgr/L,0,
מק ציפורי 2 א,כנרת,חברת מקורות,,,5/4/2021,,TECE,microgr/L,0,
מק פארן 23,נגב והערבה,חברת מקורות,,,5/4/2021,,MTBE,microgr/L,0,
מק פארן 23,נגב והערבה,חברת מקורות,,,5/4/2021,,TCEY,microgr/L,0,
מק פארן 23,נגב והערבה,חברת מקורות,,,5/4/2021,,TECE,microgr/L,0,
מק צופר 10א,נגב והערבה,חברת מקורות,,,5/4/2021,,MTBE,microgr/L,0,
מק צופר 10א,נגב והערבה,חברת מקורות,,,5/4/2021,,TCEY,microgr/L,0,
מק צופר 10א,נגב והערבה,חברת מקורות,,,5/4/2021,,TECE,microgr/L,0,
מק רוויה 1,ההר המזרחי,חברת מקורות,,,5/5/2021,,MTBE,microgr/L,0,
מק רוויה 1,ההר המזרחי,חברת מקורות,,,5/5/2021,,TCEY,microgr/L,0,
מק רוויה 1,ההר המזרחי,חברת מקורות,,,5/5/2021,,TECE,microgr/L,0,
מק חדרה 1,חוף,חברת מקורות,,,5/5/2021,,MTBE,microgr/L,0,
מק נחלי מנשה 15,חוף,חברת מקורות,,,5/5/2021,,MTBE,microgr/L,0,
מק חדרה 2,חוף,חברת מקורות,,,5/5/2021,,MTBE,microgr/L,0,
מק ירקון מזרח 9,ירקתן,חברת מקורות,,,5/9/2021,,MTBE,microgr/L,0,
מק ירקון מזרח 9,ירקתן,חברת מקורות,,,5/9/2021,,TCEY,microgr/L,0,
מק ירקון מזרח 9,ירקתן,חברת מקורות,,,5/9/2021,,TECE,microgr/L,0,
פ בני ברק ט,חוף,פרטי,,,5/9/2021,,MTBE,microgr/L,0,
פ בני ברק ט,חוף,פרטי,,,5/9/2021,,TCEY,microgr/L,16.4,
פ בני ברק ט,חוף,פרטי,,,5/9/2021,,TECE,microgr/L,4.4,
מק רוויה 5,ההר המזרחי,חברת מקורות,,,5/12/2021,,MTBE,microgr/L,0,
מק רוויה 5,ההר המזרחי,חברת מקורות,,,5/12/2021,,TCEY,microgr/L,0,
מק רוויה 5,ההר המזרחי,חברת מקורות,,,5/12/2021,,TECE,microgr/L,0,
פ רשלצ עזרא ובצרון,חוף,פרטי,,,5/18/2021,,MTBE,microgr/L,0,
פ רשלצ עזרא ובצרון,חוף,פרטי,,,5/18/2021,,TCEY,microgr/L,0,
פ רשלצ עזרא ובצרון,חוף,פרטי,,,5/18/2021,,TECE,microgr/L,0.8,
"פ פארק רשל""צ 2",חוף,פרטי,,,5/18/2021,,MTBE,microgr/L,0,
"פ פארק רשל""צ 2",חוף,פרטי,,,5/18/2021,,TCEY,microgr/L,0.3,
"פ פארק רשל""צ 2",חוף,פרטי,,,5/18/2021,,TECE,microgr/L,0.6,
פ צפונית ב,חוף,פרטי,,,5/18/2021,,MTBE,microgr/L,0,
פ צפונית ב,חוף,פרטי,,,5/18/2021,,TCEY,microgr/L,0.2,
פ צפונית ב,חוף,פרטי,,,5/18/2021,,TECE,microgr/L,0.4,
מק נקז חופי ניצנים 7,חוף,חברת מקורות,,,5/23/2021,,MTBE,microgr/L,0,
מק נקז חופי ניצנים 7,חוף,חברת מקורות,,,5/23/2021,,TCEY,microgr/L,0,
מק נקז חופי ניצנים 7,חוף,חברת מקורות,,,5/23/2021,,TECE,microgr/L,0,
מק נקז חופי ניצנים 6,חוף,חברת מקורות,,,5/23/2021,,MTBE,microgr/L,0,
מק נקז חופי ניצנים 6,חוף,חברת מקורות,,,5/23/2021,,TCEY,microgr/L,0,
מק נקז חופי ניצנים 6,חוף,חברת מקורות,,,5/23/2021,,TECE,microgr/L,0,
פ יקום ח,חוף,פרטי,,,5/24/2021,,MTBE,microgr/L,0,
פ יקום ח,חוף,פרטי,,,5/24/2021,,TCEY,microgr/L,0,
פ יקום ח,חוף,פרטי,,,5/24/2021,,TECE,microgr/L,0,
מק משאבי שדה 1 א,ירקתן,חברת מקורות,,,5/25/2021,,MTBE,microgr/L,0,
מק משאבי שדה 1 א,ירקתן,חברת מקורות,,,5/25/2021,,TCEY,microgr/L,0,
מק משאבי שדה 1 א,ירקתן,חברת מקורות,,,5/25/2021,,TECE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,5/25/2021,,MTBE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,5/25/2021,,TCEY,microgr/L,32.3,
פ בת ים 14,חוף,פרטי,,,5/25/2021,,TECE,microgr/L,1.2,
מק רוויה 2,ההר המזרחי,חברת מקורות,,,5/25/2021,,MTBE,microgr/L,0,
מק רוויה 2,ההר המזרחי,חברת מקורות,,,5/25/2021,,TCEY,microgr/L,0,
מק רוויה 2,ההר המזרחי,חברת מקורות,,,5/25/2021,,TECE,microgr/L,0,
פ הרצליה ה מפעל המים,חוף,פרטי,,,5/30/2021,,MTBE,microgr/L,0,
פ הרצליה ה מפעל המים,חוף,פרטי,,,5/30/2021,,TCEY,microgr/L,4.3,
מק טירה 2,ירקתן,חברת מקורות,,,5/30/2021,,MTBE,microgr/L,0,
מק טירה 2,ירקתן,חברת מקורות,,,5/30/2021,,TCEY,microgr/L,0,
מק טירה 2,ירקתן,חברת מקורות,,,5/30/2021,,TECE,microgr/L,0,
מק מענית א5,ירקתן,חברת מקורות,,,5/30/2021,,MTBE,microgr/L,0,
מק מענית א5,ירקתן,חברת מקורות,,,5/30/2021,,TCEY,microgr/L,0,
מק מענית א5,ירקתן,חברת מקורות,,,5/30/2021,,TECE,microgr/L,0,
פ בני עטרות מושב,ירקתן,פרטי,,,5/31/2021,,MTBE,microgr/L,0,
פ בני עטרות מושב,ירקתן,פרטי,,,5/31/2021,,TCEY,microgr/L,0.2,
פ בני עטרות מושב,ירקתן,פרטי,,,5/31/2021,,TECE,microgr/L,0,
פ בני ברק ז עיר,חוף,פרטי,,,5/31/2021,,TECE,microgr/L,5.4,
פ נוה מבטח ב,חוף,פרטי,,,6/1/2021,,MTBE,microgr/L,0,
פ נוה מבטח ב,חוף,פרטי,,,6/1/2021,,TCEY,microgr/L,0,
פ נוה מבטח ב,חוף,פרטי,,,6/1/2021,,TECE,microgr/L,0,
פ נוה מבטח א מושב,חוף,פרטי,,,6/1/2021,,MTBE,microgr/L,0,
פ נוה מבטח א מושב,חוף,פרטי,,,6/1/2021,,TCEY,microgr/L,0,
פ נוה מבטח א מושב,חוף,פרטי,,,6/1/2021,,TECE,microgr/L,0,
פ עירית בת ים 13,חוף,פרטי,,,6/1/2021,,TCEY,microgr/L,0,
פ עירית בת ים 13,חוף,פרטי,,,6/1/2021,,TECE,microgr/L,0,
פ כפר אזר ב,חוף,פרטי,,,6/1/2021,,MTBE,microgr/L,0,
פ כפר אזר ב,חוף,פרטי,,,6/1/2021,,TCEY,microgr/L,3.9,
פ כפר אזר ג,חוף,פרטי,,,6/1/2021,,TCEY,microgr/L,1.4,
מק שפלת לוד 24,ירקתן,חברת מקורות,,,6/1/2021,,MTBE,microgr/L,0,
מק שפלת לוד 24,ירקתן,חברת מקורות,,,6/1/2021,,TCEY,microgr/L,0,
מק שפלת לוד 24,ירקתן,חברת מקורות,,,6/1/2021,,TECE,microgr/L,0,
פ בני ברק ו עיר,חוף,פרטי,,,6/1/2021,,MTBE,microgr/L,3.7,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,6/2/2021,,MTBE,microgr/L,0.1,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,6/2/2021,,TCEY,microgr/L,9.3,
פ נתניה 42,חוף,פרטי,,,6/6/2021,,MTBE,microgr/L,0.2,
פ עירית נתניה 40,חוף,פרטי,,,6/6/2021,,MTBE,microgr/L,6.3,
פ נתניה 37 עיר,חוף,פרטי,,,6/6/2021,,MTBE,microgr/L,0,
מק יקנעם 2,כרמל,חברת מקורות,,,6/6/2021,,MTBE,microgr/L,0,
מק יקנעם 2,כרמל,חברת מקורות,,,6/6/2021,,TCEY,microgr/L,0.8,
מק יקנעם 2,כרמל,חברת מקורות,,,6/6/2021,,TECE,microgr/L,0.3,
פ נתניה 43,חוף,פרטי,,,6/7/2021,,MTBE,microgr/L,0,
פ עירית בת ים 12,חוף,פרטי,,,6/8/2021,,MTBE,microgr/L,0,
פ עירית בת ים 12,חוף,פרטי,,,6/8/2021,,TCEY,microgr/L,13.3,
פ עירית בת ים 12,חוף,פרטי,,,6/8/2021,,TECE,microgr/L,0,
מק חולון 14,חוף,חברת מקורות,,,6/8/2021,,TCEY,microgr/L,6.7,
 פ רמת גן באר גולד,חוף,פרטי,,,6/8/2021,,TECE,microgr/L,2.2,
פ תא עיר מגורים,חוף,פרטי,,,6/13/2021,,TCEY,microgr/L,3.8,
פ תא עיר מגורים,חוף,פרטי,,,6/13/2021,,TECE,microgr/L,1.6,
 פ רמת גן עיר אברלה,חוף,פרטי,,,6/13/2021,,MTBE,microgr/L,0,
 פ רמת גן עיר אברלה,חוף,פרטי,,,6/13/2021,,TCEY,microgr/L,1.2,
 פ רמת גן עיר אברלה,חוף,פרטי,,,6/13/2021,,TECE,microgr/L,0,
פ תא פארק הירקון,חוף,פרטי,יריד גדולה (דלק רוקח),דלק,6/13/2021,,TECE,microgr/L,1,
פ נתניה 26 עיר,חוף,פרטי,,,6/13/2021,,MTBE,microgr/L,0,
פ בת ים ז עיריה,חוף,פרטי,,,6/14/2021,,TCEY,microgr/L,0,
פ בת ים ז עיריה,חוף,פרטי,,,6/14/2021,,TECE,microgr/L,0.1,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,6/14/2021,,MTBE,microgr/L,0,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,6/14/2021,,TCEY,microgr/L,0.4,
מק שפלת לוד 19א,ירקתן,חברת מקורות,,,6/14/2021,,TECE,microgr/L,0,
פ קרית אונו רייזפלד,חוף,פרטי,,,6/14/2021,,TCEY,microgr/L,0,
פ קרית אונו רייזפלד,חוף,פרטי,,,6/14/2021,,TECE,microgr/L,0.5,
פ כפר הס הבונים ב,ירקתן,פרטי,,,6/14/2021,,MTBE,microgr/L,0,
פ כפר הס הבונים ב,ירקתן,פרטי,,,6/14/2021,,TCEY,microgr/L,0,
פ כפר הס הבונים ב,ירקתן,פרטי,,,6/14/2021,,TECE,microgr/L,0,
פ עין ורד ג מושב,חוף,פרטי,,,6/14/2021,,MTBE,microgr/L,0,
פ עין ורד ג מושב,חוף,פרטי,,,6/14/2021,,TCEY,microgr/L,0,
פ עין ורד ג מושב,חוף,פרטי,,,6/14/2021,,TECE,microgr/L,0,
מק נחלי מנשה 4,חוף,חברת מקורות,,,6/14/2021,,MTBE,microgr/L,0,
מק נחלי מנשה 4,חוף,חברת מקורות,,,6/14/2021,,TCEY,microgr/L,0,
מק נחלי מנשה 4,חוף,חברת מקורות,,,6/14/2021,,TECE,microgr/L,0,
פ הרצליה ב ישנה,חוף,פרטי,,,6/15/2021,,TCEY,microgr/L,2.1,
פ גאולים טלמון 5,חוף,פרטי,,,6/15/2021,,TCEY,microgr/L,0,
פ גאולים טלמון 5,חוף,פרטי,,,6/15/2021,,TECE,microgr/L,0,
פ העוגן ב קבוץ,חוף,פרטי,,,6/15/2021,,TCEY,microgr/L,0,
פ העוגן ב קבוץ,חוף,פרטי,,,6/15/2021,,TECE,microgr/L,0,
מק נקז מזרחי 5,חוף,חברת מקורות,,,6/20/2021,,MTBE,microgr/L,0,
מק נקז מזרחי 5,חוף,חברת מקורות,,,6/20/2021,,TCEY,microgr/L,0,
מק נקז מזרחי 5,חוף,חברת מקורות,,,6/20/2021,,TECE,microgr/L,0,
פ מעגן התפ. 211,כרמל,פרטי,,,6/20/2021,,MTBE,microgr/L,0,
פ מעגן התפ. 211,כרמל,פרטי,,,6/20/2021,,TCEY,microgr/L,0,
פ מעגן התפ. 211,כרמל,פרטי,,,6/20/2021,,TECE,microgr/L,0,
מק ניר עם 9 א,חוף,חברת מקורות,,,6/22/2021,,MTBE,microgr/L,0,
מק ניר עם 9 א,חוף,חברת מקורות,,,6/22/2021,,TCEY,microgr/L,0,
מק ניר עם 9 א,חוף,חברת מקורות,,,6/22/2021,,TECE,microgr/L,0,
מק אשתאול 3,ירקתן,חברת מקורות,,,6/22/2021,,MTBE,microgr/L,0,
מק נטופה 2,כנרת,חברת מקורות,,,6/22/2021,,MTBE,microgr/L,0,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,6/23/2021,,MTBE,microgr/L,0,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,6/23/2021,,TCEY,microgr/L,0.2,
מק שפלת לוד 13,ירקתן,חברת מקורות,,,6/23/2021,,TECE,microgr/L,0,
פ בצרון ב מושב,חוף,פרטי,,,6/27/2021,,MTBE,microgr/L,0,
פ בצרון ב מושב,חוף,פרטי,,,6/27/2021,,TCEY,microgr/L,0,
פ בצרון ב מושב,חוף,פרטי,,,6/27/2021,,TECE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,6/27/2021,,MTBE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,6/27/2021,,TCEY,microgr/L,52.3,
פ בת ים 14,חוף,פרטי,,,6/27/2021,,TECE,microgr/L,1.5,
 פ רמת גן חרות גפן,חוף,פרטי,,,6/28/2021,,MTBE,microgr/L,0,
 פ רמת גן חרות גפן,חוף,פרטי,,,6/28/2021,,TCEY,microgr/L,0,
 פ רמת גן חרות גפן,חוף,פרטי,,,6/28/2021,,TECE,microgr/L,1.1,
פ חרות 6 מושב טיוב,חוף,פרטי,,,6/28/2021,,MTBE,microgr/L,0,
פ חרות 6 מושב טיוב,חוף,פרטי,,,6/28/2021,,TCEY,microgr/L,0,
פ חרות 6 מושב טיוב,חוף,פרטי,,,6/28/2021,,TECE,microgr/L,0,
מק חורשת טל 1,כנרת,חברת מקורות,,,6/28/2021,,MTBE,microgr/L,0,
מק חורשת טל 1,כנרת,חברת מקורות,,,6/28/2021,,TCEY,microgr/L,0,
מק חורשת טל 1,כנרת,חברת מקורות,,,6/28/2021,,TECE,microgr/L,0,
מק חולה 7,כנרת,חברת מקורות,,,6/29/2021,,MTBE,microgr/L,0,
מק חולה 7,כנרת,חברת מקורות,,,6/29/2021,,TCEY,microgr/L,0,
מק חולה 7,כנרת,חברת מקורות,,,6/29/2021,,TECE,microgr/L,0,
פ נצר סירני 101,חוף,פרטי,,,7/4/2021,,TCEY,microgr/L,0,
פ נצר סירני 101,חוף,פרטי,,,7/4/2021,,TECE,microgr/L,0,
פ רשלצ עיריה רמז,חוף,פרטי,,,7/4/2021,,MTBE,microgr/L,0,
פ רשלצ עיריה רמז,חוף,פרטי,,,7/4/2021,,TCEY,microgr/L,0,
פ רשלצ עיריה רמז,חוף,פרטי,,,7/4/2021,,TECE,microgr/L,0,
פ רשלצ עין הקורא,חוף,פרטי,,,7/4/2021,,MTBE,microgr/L,0.1,
פ רשלצ עין הקורא,חוף,פרטי,,,7/4/2021,,TCEY,microgr/L,0,
פ רשלצ עין הקורא,חוף,פרטי,,,7/4/2021,,TECE,microgr/L,1.2,
"פ פארק רשל""צ 2",חוף,פרטי,,,7/4/2021,,MTBE,microgr/L,0,
"פ פארק רשל""צ 2",חוף,פרטי,,,7/4/2021,,TCEY,microgr/L,0.3,
"פ פארק רשל""צ 2",חוף,פרטי,,,7/4/2021,,TECE,microgr/L,0.5,
מק חולון 14,חוף,חברת מקורות,,,7/4/2021,,MTBE,microgr/L,0,
מק חולון 14,חוף,חברת מקורות,,,7/4/2021,,TCEY,microgr/L,8.7,
מק חולון 14,חוף,חברת מקורות,,,7/4/2021,,TECE,microgr/L,0,
מק חולון א3,חוף,חברת מקורות,,,7/4/2021,,MTBE,microgr/L,0,
מק חולון א3,חוף,חברת מקורות,,,7/4/2021,,TCEY,microgr/L,0,
מק חולון א3,חוף,חברת מקורות,,,7/4/2021,,TECE,microgr/L,0,
פ בת ים 10,חוף,פרטי,,,7/4/2021,,MTBE,microgr/L,0,
