שם קידוח,אגן,ייעוד הקידוח,אתר ניטור,סוג זיהום,תאריך מדידה,עומק הדיגום,סמל פרמטר,יחידת מידה,ריכוז,סמן
 פ רמת גן נחלת גנים א,חוף,פרטי,,,10/17/2013,,TECE,microgr/L,0.8,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,10/22/2013,,MTBE,microgr/L,7,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,10/22/2013,,TCEY,microgr/L,0,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,10/22/2013,,TECE,microgr/L,0,
מק ירקון מזרחי 1,ירקתן,חברת מקורות,,,10/22/2013,,MTBE,microgr/L,0,
מק ירקון מזרחי 1,ירקתן,חברת מקורות,,,10/22/2013,,TCEY,microgr/L,0,
מק ירקון מזרחי 1,ירקתן,חברת מקורות,,,10/22/2013,,TECE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,10/23/2013,,TCEY,microgr/L,2.6,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,10/23/2013,,TECE,microgr/L,0.6,
מק נח ארז שקמה 18,חוף,חברת מקורות,,,10/27/2013,,MTBE,microgr/L,0,
מק נח ארז שקמה 18,חוף,חברת מקורות,,,10/27/2013,,TCEY,microgr/L,0,
מק נח ארז שקמה 18,חוף,חברת מקורות,,,10/27/2013,,TECE,microgr/L,0,
מק ארז שקמה 12 ב,חוף,חברת מקורות,,,10/27/2013,,MTBE,microgr/L,0,
מק ארז שקמה 12 ב,חוף,חברת מקורות,,,10/27/2013,,TCEY,microgr/L,0,
מק ארז שקמה 12 ב,חוף,חברת מקורות,,,10/27/2013,,TECE,microgr/L,0,
מק נקז נצנים 1,חוף,חברת מקורות,,,10/27/2013,,MTBE,microgr/L,0,
מק נקז נצנים 1,חוף,חברת מקורות,,,10/27/2013,,TCEY,microgr/L,0,
מק נקז נצנים 1,חוף,חברת מקורות,,,10/27/2013,,TECE,microgr/L,0,
פ נתניה 26 עיר,חוף,פרטי,,,10/27/2013,,MTBE,microgr/L,0,
פ נתניה 26 עיר,חוף,פרטי,,,10/27/2013,,TCEY,microgr/L,0,
פ נתניה 26 עיר,חוף,פרטי,,,10/27/2013,,TECE,microgr/L,0,
פ עירית בת ים 12,חוף,פרטי,,,10/28/2013,,TCEY,microgr/L,3.3,
פ עירית בת ים 12,חוף,פרטי,,,10/28/2013,,TECE,microgr/L,0,
פ קרית אונו 3 דרומית,חוף,פרטי,,,10/28/2013,,TCEY,microgr/L,0.3,
פ קרית אונו 3 דרומית,חוף,פרטי,,,10/28/2013,,TECE,microgr/L,13.3,
פ קרית אונו רייזפלד,חוף,פרטי,,,10/28/2013,,TCEY,microgr/L,0,
פ קרית אונו רייזפלד,חוף,פרטי,,,10/28/2013,,TECE,microgr/L,0.3,
פ קרית אונו 1,חוף,פרטי,,,10/28/2013,,TCEY,microgr/L,0,
פ קרית אונו 1,חוף,פרטי,,,10/28/2013,,TECE,microgr/L,0,
מק נח ארז שקמה 13,חוף,חברת מקורות,,,10/29/2013,,MTBE,microgr/L,0,
מק נח ארז שקמה 13,חוף,חברת מקורות,,,10/29/2013,,TCEY,microgr/L,0,
מק נח ארז שקמה 13,חוף,חברת מקורות,,,10/29/2013,,TECE,microgr/L,0,
מק מבקיעים 1א,חוף,חברת מקורות,,,10/29/2013,,MTBE,microgr/L,0,
מק מבקיעים 1א,חוף,חברת מקורות,,,10/29/2013,,TCEY,microgr/L,0,
מק מבקיעים 1א,חוף,חברת מקורות,,,10/29/2013,,TECE,microgr/L,0,
מק נח ארז שקמה 4,חוף,חברת מקורות,,,10/29/2013,,MTBE,microgr/L,0,
מק נח ארז שקמה 4,חוף,חברת מקורות,,,10/29/2013,,TCEY,microgr/L,0,
מק נח ארז שקמה 4,חוף,חברת מקורות,,,10/29/2013,,TECE,microgr/L,0,
מק אשתאול 3,ירקתן,חברת מקורות,,,10/29/2013,,MTBE,microgr/L,0,
מק אשתאול 3,ירקתן,חברת מקורות,,,10/29/2013,,TCEY,microgr/L,0,
מק אשתאול 3,ירקתן,חברת מקורות,,,10/29/2013,,TECE,microgr/L,0,
פ הרצליה ב ישנה,חוף,פרטי,,,10/29/2013,,TCEY,microgr/L,9.4,
 פ רמת גן נורדוי 5,חוף,פרטי,,,10/30/2013,,TCEY,microgr/L,10.4,
 פ רמת גן נורדוי 5,חוף,פרטי,,,10/30/2013,,TECE,microgr/L,68.6,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,10/30/2013,,TCEY,microgr/L,2.3,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,10/30/2013,,TECE,microgr/L,0.5,
פ נטע חב,חוף,פרטי,,,11/3/2013,,MTBE,microgr/L,0,
פ נטע חב,חוף,פרטי,,,11/3/2013,,TCEY,microgr/L,1,<
פ נטע חב,חוף,פרטי,,,11/3/2013,,TECE,microgr/L,26.58,
פ מרץ נטלר הגדולה,חוף,פרטי,,,11/3/2013,,MTBE,microgr/L,0,
פ מרץ נטלר הגדולה,חוף,פרטי,,,11/3/2013,,TCEY,microgr/L,0,
פ מרץ נטלר הגדולה,חוף,פרטי,,,11/3/2013,,TECE,microgr/L,0,
פ חדרה כהן שקום 6480,חוף,פרטי,,,11/3/2013,,MTBE,microgr/L,0,
פ חדרה כהן שקום 6480,חוף,פרטי,,,11/3/2013,,TCEY,microgr/L,0,
פ חדרה כהן שקום 6480,חוף,פרטי,,,11/3/2013,,TECE,microgr/L,0,
מק נח אשדוד 15,חוף,חברת מקורות,,,11/5/2013,,MTBE,microgr/L,0,
מק נח אשדוד 15,חוף,חברת מקורות,,,11/5/2013,,TCEY,microgr/L,0,
מק נח אשדוד 15,חוף,חברת מקורות,,,11/5/2013,,TECE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,11/5/2013,,TCEY,microgr/L,45.3,
פ בת ים 14,חוף,פרטי,,,11/5/2013,,TECE,microgr/L,1.8,
 פ רמת גן נורדוי 5,חוף,פרטי,,,11/5/2013,,TCEY,microgr/L,10.7,
 פ רמת גן נורדוי 5,חוף,פרטי,,,11/5/2013,,TECE,microgr/L,64.8,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/5/2013,,TCEY,microgr/L,2.2,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/5/2013,,TECE,microgr/L,0.5,
פ גבעתיים ד עיריה,חוף,פרטי,,,11/11/2013,,TCEY,microgr/L,1.8,
פ גבעתיים ד עיריה,חוף,פרטי,,,11/11/2013,,TECE,microgr/L,2.8,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,11/13/2013,,TCEY,microgr/L,1.9,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,11/13/2013,,TECE,microgr/L,71.8,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/13/2013,,TCEY,microgr/L,2.4,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/13/2013,,TECE,microgr/L,0.5,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,11/18/2013,,MTBE,microgr/L,7.9,
מק כפר חסידים 6,גליל מערבי,חברת מקורות,,,11/18/2013,,MTBE,microgr/L,0,
מק כפר חסידים 6,גליל מערבי,חברת מקורות,,,11/18/2013,,TCEY,microgr/L,0,
מק כפר חסידים 6,גליל מערבי,חברת מקורות,,,11/18/2013,,TECE,microgr/L,0,
מק גבר עם 4א,חוף,חברת מקורות,,,11/19/2013,,MTBE,microgr/L,0,
מק גבר עם 4א,חוף,חברת מקורות,,,11/19/2013,,TCEY,microgr/L,0,
מק גבר עם 4א,חוף,חברת מקורות,,,11/19/2013,,TECE,microgr/L,0,
מק כוכב 7,חוף,חברת מקורות,,,11/19/2013,,MTBE,microgr/L,0,
מק כוכב 7,חוף,חברת מקורות,,,11/19/2013,,TCEY,microgr/L,0,
מק כוכב 7,חוף,חברת מקורות,,,11/19/2013,,TECE,microgr/L,0,
מק כוכב 8,חוף,חברת מקורות,,,11/19/2013,,MTBE,microgr/L,0,
מק כוכב 8,חוף,חברת מקורות,,,11/19/2013,,TCEY,microgr/L,0,
מק כוכב 8,חוף,חברת מקורות,,,11/19/2013,,TECE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,11/19/2013,,TCEY,microgr/L,40.7,
פ בת ים 14,חוף,פרטי,,,11/19/2013,,TECE,microgr/L,1.4,
מק יערה 6,גליל מערבי,חברת מקורות,,,11/19/2013,,MTBE,microgr/L,0,
מק יערה 6,גליל מערבי,חברת מקורות,,,11/19/2013,,TCEY,microgr/L,0,
מק יערה 6,גליל מערבי,חברת מקורות,,,11/19/2013,,TECE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/20/2013,,TCEY,microgr/L,2.2,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/20/2013,,TECE,microgr/L,0.4,
פ חדרה משטרה עיריה,חוף,פרטי,,,11/21/2013,,MTBE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,11/25/2013,,TCEY,microgr/L,47.4,
פ בת ים 14,חוף,פרטי,,,11/25/2013,,TECE,microgr/L,1.8,
מק גבר עם 3,חוף,חברת מקורות,,,11/26/2013,,MTBE,microgr/L,0,
מק גבר עם 3,חוף,חברת מקורות,,,11/26/2013,,TCEY,microgr/L,0,
מק גבר עם 3,חוף,חברת מקורות,,,11/26/2013,,TECE,microgr/L,0,
מק משען 5,חוף,חברת מקורות,,,11/26/2013,,MTBE,microgr/L,0,
מק משען 5,חוף,חברת מקורות,,,11/26/2013,,TCEY,microgr/L,0,
מק משען 5,חוף,חברת מקורות,,,11/26/2013,,TECE,microgr/L,0,
מק משען 4,חוף,חברת מקורות,,,11/26/2013,,MTBE,microgr/L,0,
מק משען 4,חוף,חברת מקורות,,,11/26/2013,,TCEY,microgr/L,0,
מק משען 4,חוף,חברת מקורות,,,11/26/2013,,TECE,microgr/L,0,
מק יואב 1,חוף,חברת מקורות,,,11/26/2013,,MTBE,microgr/L,0,
מק יואב 1,חוף,חברת מקורות,,,11/26/2013,,TCEY,microgr/L,0,
מק יואב 1,חוף,חברת מקורות,,,11/26/2013,,TECE,microgr/L,0,
מק שפלת לוד 17,ירקתן,חברת מקורות,,,11/26/2013,,MTBE,microgr/L,0,
מק שפלת לוד 17,ירקתן,חברת מקורות,,,11/26/2013,,TCEY,microgr/L,0,
מק שפלת לוד 17,ירקתן,חברת מקורות,,,11/26/2013,,TECE,microgr/L,0,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,11/26/2013,,MTBE,microgr/L,3.7,
מק ירקון מזרחי 7,ירקתן,חברת מקורות,,,11/26/2013,,MTBE,microgr/L,0,
מק ירקון מזרחי 7,ירקתן,חברת מקורות,,,11/26/2013,,TCEY,microgr/L,0,
מק ירקון מזרחי 7,ירקתן,חברת מקורות,,,11/26/2013,,TECE,microgr/L,0,
מק כלנית 6,כנרת,חברת מקורות,,,11/26/2013,,MTBE,microgr/L,0,
מק כלנית 6,כנרת,חברת מקורות,,,11/26/2013,,TCEY,microgr/L,0,
מק כלנית 6,כנרת,חברת מקורות,,,11/26/2013,,TECE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/27/2013,,TCEY,microgr/L,4,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,11/27/2013,,TECE,microgr/L,0.8,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,12/1/2013,,MTBE,microgr/L,9.1,
פ גאולים טלמון 5,חוף,פרטי,,,12/2/2013,,TCEY,microgr/L,0,
פ גאולים טלמון 5,חוף,פרטי,,,12/2/2013,,TECE,microgr/L,0,
מק נח אשדוד 17,חוף,חברת מקורות,,,12/3/2013,,MTBE,microgr/L,0,
מק נח אשדוד 17,חוף,חברת מקורות,,,12/3/2013,,TCEY,microgr/L,0,
מק נח אשדוד 17,חוף,חברת מקורות,,,12/3/2013,,TECE,microgr/L,0,
מק נח אשדוד 26,חוף,חברת מקורות,,,12/3/2013,,MTBE,microgr/L,0,
מק נח אשדוד 26,חוף,חברת מקורות,,,12/3/2013,,TCEY,microgr/L,0,
מק נח אשדוד 26,חוף,חברת מקורות,,,12/3/2013,,TECE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,12/3/2013,,TCEY,microgr/L,52.3,
פ בת ים 14,חוף,פרטי,,,12/3/2013,,TECE,microgr/L,2.5,
מק שפלת לוד 15,ירקתן,חברת מקורות,,,12/3/2013,,MTBE,microgr/L,0,
 פ רמת גן נורדוי 5,חוף,פרטי,,,12/3/2013,,TCEY,microgr/L,14.6,
 פ רמת גן נורדוי 5,חוף,פרטי,,,12/3/2013,,TECE,microgr/L,67.9,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,12/3/2013,,TCEY,microgr/L,3.4,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,12/3/2013,,TECE,microgr/L,0.6,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,12/4/2013,,TCEY,microgr/L,3.4,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,12/4/2013,,TECE,microgr/L,84.2,
פ רחובות ז עיר תעשיה,חוף,פרטי,,,12/4/2013,,MTBE,microgr/L,0,
פ רחובות ז עיר תעשיה,חוף,פרטי,,,12/4/2013,,TCEY,microgr/L,0.8,
פ רחובות ז עיר תעשיה,חוף,פרטי,,,12/4/2013,,TECE,microgr/L,5.2,
פ כפר ידיה ב,חוף,פרטי,,,12/4/2013,,MTBE,microgr/L,0,
מק עגור 8,ירקתן,חברת מקורות,,,12/8/2013,,MTBE,microgr/L,0,
מק עגור 8,ירקתן,חברת מקורות,,,12/8/2013,,TCEY,microgr/L,0,
מק עגור 8,ירקתן,חברת מקורות,,,12/8/2013,,TECE,microgr/L,0,
פ בת ים 14,חוף,פרטי,,,12/9/2013,,TCEY,microgr/L,59,
פ בת ים 14,חוף,פרטי,,,12/9/2013,,TECE,microgr/L,2.8,
פ בת ים ח עיריה,חוף,פרטי,,,12/9/2013,,TCEY,microgr/L,2.4,
פ בת ים ח עיריה,חוף,פרטי,,,12/9/2013,,TECE,microgr/L,0.6,
מק שפלת לוד 22,ירקתן,חברת מקורות,,,12/9/2013,,MTBE,microgr/L,0,
מק שפלת לוד 22,ירקתן,חברת מקורות,,,12/9/2013,,TCEY,microgr/L,0.3,
מק שפלת לוד 22,ירקתן,חברת מקורות,,,12/9/2013,,TECE,microgr/L,0,
מק עיר הדרום 1,חוף,חברת מקורות,,,12/10/2013,,MTBE,microgr/L,0,
מק עיר הדרום 1,חוף,חברת מקורות,,,12/10/2013,,TCEY,microgr/L,0,
מק עיר הדרום 1,חוף,חברת מקורות,,,12/10/2013,,TECE,microgr/L,0,
מק עיר הדרום 2,חוף,חברת מקורות,,,12/10/2013,,MTBE,microgr/L,0,
מק עיר הדרום 2,חוף,חברת מקורות,,,12/10/2013,,TCEY,microgr/L,0,
מק עיר הדרום 2,חוף,חברת מקורות,,,12/10/2013,,TECE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,12/10/2013,,TCEY,microgr/L,3.3,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,12/10/2013,,TECE,microgr/L,0.7,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,12/12/2013,,MTBE,microgr/L,5.7,
מק מי עמי 3,ירקתן,חברת מקורות,,,12/16/2013,,MTBE,microgr/L,0,
מק מי עמי 3,ירקתן,חברת מקורות,,,12/16/2013,,TCEY,microgr/L,0.3,
מק מי עמי 3,ירקתן,חברת מקורות,,,12/16/2013,,TECE,microgr/L,0,
פ רשלצ תעשיה עיריה,חוף,פרטי,,,12/18/2013,,MTBE,microgr/L,0,
פ ביח תל השומר 6,חוף,פרטי,,,12/18/2013,,TCEY,microgr/L,2.3,
פ ביח תל השומר 6,חוף,פרטי,,,12/18/2013,,TECE,microgr/L,23.8,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,12/18/2013,,TCEY,microgr/L,2.7,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,12/18/2013,,TECE,microgr/L,0.5,
פ בני ברק עיר ב הרצל,חוף,פרטי,,,12/22/2013,,TCEY,microgr/L,177.6,
פ בני ברק עיר ב הרצל,חוף,פרטי,,,12/22/2013,,TECE,microgr/L,0.9,
מק חצבה 15,נגב והערבה,חברת מקורות,,,12/25/2013,,MTBE,microgr/L,0,
מק חצבה 15,נגב והערבה,חברת מקורות,,,12/25/2013,,TCEY,microgr/L,0,
מק חצבה 15,נגב והערבה,חברת מקורות,,,12/25/2013,,TECE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,12/25/2013,,TCEY,microgr/L,2.6,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,12/25/2013,,TECE,microgr/L,0.5,
מק גבר עם 2,חוף,חברת מקורות,,,12/29/2013,,MTBE,microgr/L,0,
מק גבר עם 2,חוף,חברת מקורות,,,12/29/2013,,TCEY,microgr/L,0,
מק גבר עם 2,חוף,חברת מקורות,,,12/29/2013,,TECE,microgr/L,0,
מק גת 8,חוף,חברת מקורות,,,12/29/2013,,MTBE,microgr/L,0,
מק גת 8,חוף,חברת מקורות,,,12/29/2013,,TCEY,microgr/L,0,
מק גת 8,חוף,חברת מקורות,,,12/29/2013,,TECE,microgr/L,0,
מק אשתאול 8,ירקתן,חברת מקורות,,,12/29/2013,,MTBE,microgr/L,0,
מק אשתאול 8,ירקתן,חברת מקורות,,,12/29/2013,,TCEY,microgr/L,0,
מק אשתאול 8,ירקתן,חברת מקורות,,,12/29/2013,,TECE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/1/2014,,TCEY,microgr/L,2.3,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/1/2014,,TECE,microgr/L,0.5,
מק דמון 1,גליל מערבי,חברת מקורות,,,1/1/2014,,MTBE,microgr/L,0,
מק דמון 1,גליל מערבי,חברת מקורות,,,1/1/2014,,TCEY,microgr/L,0,
מק דמון 1,גליל מערבי,חברת מקורות,,,1/1/2014,,TECE,microgr/L,0,
מק עינן 3,כנרת,חברת מקורות,,,1/1/2014,,MTBE,microgr/L,0,
מק עינן 3,כנרת,חברת מקורות,,,1/1/2014,,TCEY,microgr/L,0,
מק עינן 3,כנרת,חברת מקורות,,,1/1/2014,,TECE,microgr/L,0,
מק אשתאול 1,ירקתן,חברת מקורות,,,1/5/2014,,MTBE,microgr/L,0,
מק אשתאול א 2,ירקתן,חברת מקורות,,,1/5/2014,,MTBE,microgr/L,0,
מק עכו 2,גליל מערבי,חברת מקורות,,,1/5/2014,,MTBE,microgr/L,0,
מק עכו 2,גליל מערבי,חברת מקורות,,,1/5/2014,,TCEY,microgr/L,0,
מק עכו 2,גליל מערבי,חברת מקורות,,,1/5/2014,,TECE,microgr/L,1.3,
מק יד מרדכי 3,חוף,חברת מקורות,,,1/7/2014,,MTBE,microgr/L,0,
מק יד מרדכי 3,חוף,חברת מקורות,,,1/7/2014,,TCEY,microgr/L,0,
מק יד מרדכי 3,חוף,חברת מקורות,,,1/7/2014,,TECE,microgr/L,0,
מק בצרון 6,חוף,חברת מקורות,,,1/7/2014,,MTBE,microgr/L,0,
מק בצרון 6,חוף,חברת מקורות,,,1/7/2014,,TCEY,microgr/L,0,
מק בצרון 6,חוף,חברת מקורות,,,1/7/2014,,TECE,microgr/L,0,
מק נח אשדוד 16,חוף,חברת מקורות,,,1/7/2014,,MTBE,microgr/L,0,
מק נח אשדוד 16,חוף,חברת מקורות,,,1/7/2014,,TCEY,microgr/L,0,
מק נח אשדוד 16,חוף,חברת מקורות,,,1/7/2014,,TECE,microgr/L,0,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,1/7/2014,,MTBE,microgr/L,5.8,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/8/2014,,TCEY,microgr/L,2.5,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/8/2014,,TECE,microgr/L,0.5,
מק כברי 2,גליל מערבי,חברת מקורות,,,1/8/2014,,MTBE,microgr/L,0,
מק כברי 2,גליל מערבי,חברת מקורות,,,1/8/2014,,TCEY,microgr/L,0,
מק כברי 2,גליל מערבי,חברת מקורות,,,1/8/2014,,TECE,microgr/L,0,
מק זיקים 1,חוף,חברת מקורות,,,1/12/2014,,MTBE,microgr/L,0,
מק זיקים 1,חוף,חברת מקורות,,,1/12/2014,,TCEY,microgr/L,0,
מק זיקים 1,חוף,חברת מקורות,,,1/12/2014,,TECE,microgr/L,0,
מק אלגיה 1,חוף,חברת מקורות,,,1/12/2014,,MTBE,microgr/L,0,
מק אלגיה 1,חוף,חברת מקורות,,,1/12/2014,,TCEY,microgr/L,0,
מק אלגיה 1,חוף,חברת מקורות,,,1/12/2014,,TECE,microgr/L,0,
מק אלגיה 2 א,חוף,חברת מקורות,,,1/12/2014,,MTBE,microgr/L,0,
מק אלגיה 2 א,חוף,חברת מקורות,,,1/12/2014,,TCEY,microgr/L,0,
מק אלגיה 2 א,חוף,חברת מקורות,,,1/12/2014,,TECE,microgr/L,0,
מק אשקלון 4,חוף,חברת מקורות,,,1/12/2014,,MTBE,microgr/L,0,
מק אשקלון 4,חוף,חברת מקורות,,,1/12/2014,,TCEY,microgr/L,0,
מק אשקלון 4,חוף,חברת מקורות,,,1/12/2014,,TECE,microgr/L,0,
מק אילת 101,נגב והערבה,חברת מקורות,,,1/12/2014,,MTBE,microgr/L,0,
מק אילת 101,נגב והערבה,חברת מקורות,,,1/12/2014,,TCEY,microgr/L,0,
מק אילת 101,נגב והערבה,חברת מקורות,,,1/12/2014,,TECE,microgr/L,0,
מק סבחה 19,נגב והערבה,חברת מקורות,,,1/12/2014,,MTBE,microgr/L,0,
מק סבחה 19,נגב והערבה,חברת מקורות,,,1/12/2014,,TCEY,microgr/L,0,
מק סבחה 19,נגב והערבה,חברת מקורות,,,1/12/2014,,TECE,microgr/L,0,
מק אילת 102,נגב והערבה,חברת מקורות,,,1/12/2014,,MTBE,microgr/L,0,
מק אילת 102,נגב והערבה,חברת מקורות,,,1/12/2014,,TCEY,microgr/L,0,
מק אילת 102,נגב והערבה,חברת מקורות,,,1/12/2014,,TECE,microgr/L,0,
מק אילת 103 א,נגב והערבה,חברת מקורות,,,1/12/2014,,MTBE,microgr/L,0,
מק אילת 103 א,נגב והערבה,חברת מקורות,,,1/12/2014,,TCEY,microgr/L,0,
מק אילת 103 א,נגב והערבה,חברת מקורות,,,1/12/2014,,TECE,microgr/L,0,
מק תמנע 7 א,נגב והערבה,חברת מקורות,,,1/12/2014,,MTBE,microgr/L,0,
מק תמנע 7 א,נגב והערבה,חברת מקורות,,,1/12/2014,,TCEY,microgr/L,0,
מק תמנע 7 א,נגב והערבה,חברת מקורות,,,1/12/2014,,TECE,microgr/L,0,
מק תמנע 6ב,נגב והערבה,חברת מקורות,,,1/12/2014,,MTBE,microgr/L,0,
מק תמנע 6ב,נגב והערבה,חברת מקורות,,,1/12/2014,,TCEY,microgr/L,0,
מק תמנע 6ב,נגב והערבה,חברת מקורות,,,1/12/2014,,TECE,microgr/L,0,
מק חולון 23,חוף,חברת מקורות,,,1/13/2014,,MTBE,microgr/L,0,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/13/2014,,TCEY,microgr/L,2.8,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/13/2014,,TECE,microgr/L,0.5,
מק בארותיים 4,ירקתן,חברת מקורות,,,1/14/2014,,MTBE,microgr/L,0,
מק ודי ערה 3,ירקתן,חברת מקורות,,,1/15/2014,,MTBE,microgr/L,0,
מק שפלת לוד 10,ירקתן,חברת מקורות,,,1/16/2014,,MTBE,microgr/L,8.2,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,1/19/2014,,TCEY,microgr/L,1.9,
מק ירושלים 1,ההר המזרחי,חברת מקורות,,,1/19/2014,,TECE,microgr/L,89.5,
מק אשדוד 31,חוף,חברת מקורות,,,1/19/2014,,MTBE,microgr/L,0,
מק עידן 6,נגב והערבה,חברת מקורות,,,1/20/2014,,MTBE,microgr/L,0,
מק עידן 6,נגב והערבה,חברת מקורות,,,1/20/2014,,TCEY,microgr/L,0,
מק עידן 6,נגב והערבה,חברת מקורות,,,1/20/2014,,TECE,microgr/L,0,
מק עידן 3,נגב והערבה,חברת מקורות,,,1/20/2014,,MTBE,microgr/L,0,
מק עידן 3,נגב והערבה,חברת מקורות,,,1/20/2014,,TCEY,microgr/L,0,
מק עידן 3,נגב והערבה,חברת מקורות,,,1/20/2014,,TECE,microgr/L,0,
מק אשקלון 1,חוף,חברת מקורות,,,1/20/2014,,MTBE,microgr/L,0,
מק יבנה 317,חוף,חברת מקורות,,,1/20/2014,,MTBE,microgr/L,0,
מק יבנה 317,חוף,חברת מקורות,,,1/20/2014,,TCEY,microgr/L,0,
מק יבנה 317,חוף,חברת מקורות,,,1/20/2014,,TECE,microgr/L,0,
מק יבנה 318,חוף,חברת מקורות,,,1/20/2014,,MTBE,microgr/L,0,
מק יבנה 318,חוף,חברת מקורות,,,1/20/2014,,TCEY,microgr/L,0,
מק יבנה 318,חוף,חברת מקורות,,,1/20/2014,,TECE,microgr/L,0,
מק יבנה 319,חוף,חברת מקורות,,,1/20/2014,,MTBE,microgr/L,6.7,
מק יבנה 319,חוף,חברת מקורות,,,1/20/2014,,TCEY,microgr/L,1.7,
מק יבנה 319,חוף,חברת מקורות,,,1/20/2014,,TECE,microgr/L,0.2,
מק יד חנה 1,ירקתן,חברת מקורות,,,1/22/2014,,MTBE,microgr/L,0,
פ ביח תל השומר 6,חוף,פרטי,,,1/23/2014,,TCEY,microgr/L,1.8,
פ ביח תל השומר 6,חוף,פרטי,,,1/23/2014,,TECE,microgr/L,23.5,
פ גבעתיים ג עיריה,חוף,פרטי,,,1/23/2014,,TCEY,microgr/L,0.6,
פ גבעתיים ג עיריה,חוף,פרטי,,,1/23/2014,,TECE,microgr/L,8.1,
 פ רמת גן נורדוי 5,חוף,פרטי,,,1/23/2014,,TCEY,microgr/L,11.7,
 פ רמת גן נורדוי 5,חוף,פרטי,,,1/23/2014,,TECE,microgr/L,64,
 פ רמת גן חרות גפן,חוף,פרטי,,,1/23/2014,,TCEY,microgr/L,0,
 פ רמת גן חרות גפן,חוף,פרטי,,,1/23/2014,,TECE,microgr/L,1.5,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/23/2014,,TCEY,microgr/L,1.8,
 פ רמת גן נחלת גנים א,חוף,פרטי,,,1/23/2014,,TECE,microgr/L,0.4,
מק תל שוקת 2,ירקתן,חברת מקורות,,,1/26/2014,,MTBE,microgr/L,0,
מק תל שוקת 2,ירקתן,חברת מקורות,,,1/26/2014,,TCEY,microgr/L,0,
מק תל שוקת 2,ירקתן,חברת מקורות,,,1/26/2014,,TECE,microgr/L,0,
מק ציקלג 3,ירקתן,חברת מקורות,,,1/26/2014,,MTBE,microgr/L,0,
מק ציקלג 3,ירקתן,חברת מקורות,,,1/26/2014,,TCEY,microgr/L,0,
מק ציקלג 3,ירקתן,חברת מקורות,,,1/26/2014,,TECE,microgr/L,0,
פ נתניה 39 עיר,חוף,פרטי,,,1/26/2014,,MTBE,microgr/L,11.3,
פ נתניה 39 עיר,חוף,פרטי,,,1/26/2014,,TCEY,microgr/L,0,
פ נתניה 39 עיר,חוף,פרטי,,,1/26/2014,,TECE,microgr/L,0,
מק כברי 4,גליל מערבי,חברת מקורות,,,1/26/2014,,MTBE,microgr/L,0,
מק כברי 4,גליל מערבי,חברת מקורות,,,1/26/2014,,TCEY,microgr/L,0,
מק כברי 4,גליל מערבי,חברת מקורות,,,1/26/2014,,TECE,microgr/L,0,
מק נחל זוהר 16,נגב והערבה,חברת מקורות,,,1/27/2014,,MTBE,microgr/L,0,
